DATE,TIME,SPO2,PULSE
2015-01-01, 06:30:08, 98, 65
2015-01-01, 06:30:09, 98, 65
2015-01-01, 06:30:10, 98, 65
2015-01-01, 06:30:11, 98, 65
2015-01-01, 06:30:12, 98, 65
2015-01-01, 06:30:13, 98, 65
2015-01-01, 06:30:14, 98, 65
2015-01-01, 06:30:15, 98, 64
2015-01-01, 06:30:16, 98, 64
2015-01-01, 06:30:17, 98, 64
2015-01-01, 06:30:18, 98, 64
2015-01-01, 06:30:19, 98, 64
2015-01-01, 06:30:20, 98, 64
2015-01-01, 06:30:21, 98, 65
2015-01-01, 06:30:22, 98, 65
2015-01-01, 06:30:23, 98, 65
